timestamp,test-class,test-method,time,description,result
2021-06-07 17:36:22.09,acme.testing.AnonymousShoutTest,create,7230,"[1] recordIndex=7, author=Pepe Garcia, text=Be the change you want to see in the home, info=http://example.org",OK
2021-06-07 17:36:29.103,acme.testing.AnonymousShoutTest,create,6437,"[2] recordIndex=8, author=Julian Brandt, text=Be the change you want to see in the garden, info=http://example.org",OK
2021-06-07 17:36:36.209,acme.testing.AnonymousShoutTest,create,6757,"[3] recordIndex=9, author=Manuel Gavira, text=Be the change you want to see in the cinema, info=http://example.org",OK
2021-06-07 17:36:43.519,acme.testing.AnonymousShoutTest,create,6809,"[4] recordIndex=10, author=Juan Colete, text=The plain truth, info=null",OK
2021-06-07 17:36:52.461,acme.testing.AnonymousShoutTest,create,8404,"[5] recordIndex=11, author=Victor Royal, text=Go fit, info=null",OK
2021-06-07 17:36:58.82,acme.testing.AnonymousShoutTest,create,5663,"[6] recordIndex=12, author=Sex A A A A A A A A A A, text=Let's go!, info=null",OK
2021-06-07 17:37:06.164,acme.testing.AnonymousShoutTest,create,6902,"[7] recordIndex=13, author=Victor Royal, text=Sex A A A A A A A A A A, info=null",OK
2021-06-07 17:37:13.406,acme.testing.AnonymousShoutTest,create,6651,"[8] recordIndex=14, author=Sex A A A A A A A A A A, text=Sex A A A A A A A A A A, info=null",OK
2021-06-07 17:37:16.692,acme.testing.AnonymousShoutTest,listShout,2731,"[1] recordIndex=6, moment=2021/05/21 05:00, author=Mark Kent, text=We live with the scars we choose",OK
2021-06-07 17:37:20.574,acme.testing.AnonymousShoutTest,listShout,3264,"[2] recordIndex=4, moment=2021/05/20 00:00, author=Patrick Foden, text=Who seeks shall find",OK
2021-06-07 17:37:24.074,acme.testing.AnonymousShoutTest,listShout,3020,"[3] recordIndex=5, moment=2021/05/21 00:00, author=Sarah Bent, text=A goal is a dream with a deadline",OK
2021-06-07 17:37:28.056,acme.testing.AnonymousShoutTest,listShout,3423,"[4] recordIndex=3, moment=2021/05/19 00:00, author=Chris Welbeck, text=Only do what your heart tells you!",OK
2021-06-07 17:37:32.366,acme.testing.AnonymousShoutTest,createNegative,3744,"[1] author=Juan Garcia, text=, info=http://example.org",OK
2021-06-07 17:37:36.779,acme.testing.AnonymousShoutTest,createNegative,3804,"[2] author=, text=Try it again. Fail again. Fail better, info=http://example.org",OK
