timestamp;simple-path;time
2021-06-07 18:15:09.622;/administrator/dashboard/show;1130
2021-06-07 18:11:57.697;/administrator/personalization/create;587
2021-06-07 18:11:58.454;/administrator/personalization/create;584
2021-06-07 18:12:15.901;/administrator/threshold/update;590
2021-06-07 18:12:24.834;/administrator/threshold/update;591
2021-06-07 18:12:33.761;/administrator/threshold/update;589
2021-06-07 18:12:42.685;/administrator/threshold/update;587
2021-06-07 18:12:51.573;/administrator/threshold/update;589
2021-06-07 18:13:00.48;/administrator/threshold/update;591
2021-06-07 18:13:09.889;/administrator/threshold/update;587
2021-06-07 18:13:17.872;/administrator/threshold/update;586
2021-06-07 18:13:27.423;/administrator/threshold/update;586
2021-06-07 18:13:36.986;/administrator/threshold/update;593
2021-06-07 18:13:46.433;/administrator/threshold/update;584
2021-06-07 18:13:55.944;/administrator/threshold/update;585
2021-06-07 18:14:05.491;/administrator/threshold/update;603
2021-06-07 18:14:15.025;/administrator/threshold/update;583
2021-06-07 18:05:25.949;/anonymous/shout/create;588
2021-06-07 18:05:30.459;/anonymous/shout/create;595
2021-06-07 18:05:34.337;/anonymous/shout/create;581
2021-06-07 18:05:38.12;/anonymous/shout/create;586
2021-06-07 18:05:41.832;/anonymous/shout/create;590
2021-06-07 18:05:45.588;/anonymous/shout/create;584
2021-06-07 18:05:49.308;/anonymous/shout/create;586
2021-06-07 18:05:53.069;/anonymous/shout/create;589
2021-06-07 18:06:03.715;/anonymous/shout/create;584
2021-06-07 18:06:04.73;/anonymous/shout/create;597
2021-06-07 18:06:06.049;/anonymous/shout/create;591
2021-06-07 18:06:07.081;/anonymous/shout/create;584
2021-06-07 18:06:08.38;/anonymous/shout/create;590
2021-06-07 18:06:09.994;/anonymous/shout/create;589
2021-06-07 18:06:11.697;/anonymous/shout/create;593
2021-06-07 18:06:12.714;/anonymous/shout/create;585
2021-06-07 18:06:13.978;/anonymous/shout/create;585
2021-06-07 18:06:15.01;/anonymous/shout/create;599
2021-06-07 18:06:16.319;/anonymous/shout/create;593
2021-06-07 18:06:17.358;/anonymous/shout/create;587
2021-06-07 18:06:18.652;/anonymous/shout/create;600
2021-06-07 18:06:19.749;/anonymous/shout/create;588
2021-06-07 18:12:00.222;/anonymous/shout/create;586
2021-06-07 18:12:01.26;/anonymous/shout/create;590
2021-06-07 18:05:28.392;/anonymous/shout/list;1183
2021-06-07 18:05:32.248;/anonymous/shout/list;586
2021-06-07 18:05:36.146;/anonymous/shout/list;608
2021-06-07 18:05:39.887;/anonymous/shout/list;592
2021-06-07 18:05:43.587;/anonymous/shout/list;582
2021-06-07 18:05:47.368;/anonymous/shout/list;584
2021-06-07 18:05:51.102;/anonymous/shout/list;585
2021-06-07 18:05:54.881;/anonymous/shout/list;589
2021-06-07 18:05:56.587;/anonymous/shout/list;593
2021-06-07 18:05:58.29;/anonymous/shout/list;621
2021-06-07 18:06:00.029;/anonymous/shout/list;593
2021-06-07 18:06:01.718;/anonymous/shout/list;586
2021-06-07 18:07:33.622;/anonymous/task/list;590
2021-06-07 18:07:36.964;/anonymous/task/list;598
2021-06-07 18:07:40.212;/anonymous/task/list;585
2021-06-07 18:07:35.648;/anonymous/task/show;589
2021-06-07 18:07:38.88;/anonymous/task/show;588
2021-06-07 18:07:42.136;/anonymous/task/show;592
2021-06-07 18:14:33.718;/anonymous/user-account/create;588
2021-06-07 18:14:45.086;/anonymous/user-account/create;591
2021-06-07 18:15:38.712;/anonymous/user-account/create;590
2021-06-07 18:15:44.931;/anonymous/user-account/create;587
2021-06-07 18:15:51.102;/anonymous/user-account/create;593
2021-06-07 18:15:57.221;/anonymous/user-account/create;586
